campana,zona,regional,localidad,clase_de_suelo,cultivo,rinde,antecesor_invernal_18_1,antecesor_estival_17_18,fecha_siembra,variedad,grupo_de_madurez,espaciamiento_cm,densidad,riego,napa,adversidad_1,dano_1,adversidad_2,dano_2
2018/19,5,San Luis,GONFER SA,Sin dato,Soja 1°,30,Barbecho,Maíz,2018-11-10,FN 4.5,IV,35,NA,No,Sin influencia,Granizo,0,Granizo,0
2018/19,1,Rio Segundo,pilar,Sin dato,Soja 1°,32,Barbecho,Maíz,2018-12-05,NA 5009,V,52,NA,No,Sin influencia,Granizo,15,Sin adversidad,0
2018/19,1,Rio Segundo,COSTA SACATE,III,Soja 2°,49,Centeno cosecha,Maíz,2018-12-03,DM 4615,IV,52,NA,No,Sin dato,Sin adversidad,0,Sin adversidad,0
2018/19,5,Rio Cuarto,Carnerillo,Sin dato,Soja 2°,38,Trigo cosecha,Soja,2018-12-07,DM 5351,V,52,NA,No,Con influencia,Granizo,20,Sin adversidad,0
2018/19,5,San Luis,SER BEEF SA,Sin dato,Soja 1°,22,Barbecho,Maíz,2018-11-26,SRM 3988,III,40,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Adelia María,Sin dato,Soja 1°,42,Barbecho,Maíz,2018-11-08,CZ 4.97,IV,42,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Adelia María,Sin dato,Soja 1°,54,Barbecho,Maíz,2018-11-16,CZ 4.97,IV,40,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Adelia María,Sin dato,Soja 2°,43,Trigo cosecha,NA,2018-12-05,NA 5009,V,40,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,San Luis,SEMILLAS DEL OESTE SRL,VI es,Soja 1°,21.83,Barbecho,Maíz,2018-11-21,NA 5009,V,38,NA,No,Sin influencia,Sequía,25,Sin adversidad,0
2018/19,5,San Luis,GONFER SA,Sin dato,Soja 1°,35,Barbecho,Maíz,NA,DM 40R16,IV,35,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Adelia María,II,Soja 1°,35,Barbecho,Soja,2018-11-22,NA 5009,V,52,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,San Ambrosio,Sin dato,Soja 1°,39,Barbecho,Maíz,2018-11-21,CZ 4505,IV,52,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,1,Rio Segundo,Buena Vista,III,Soja 1°,47,Barbecho,Maíz,2018-11-15,A 4500,IV,35,NA,No,Sin dato,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Los cisnes,Sin dato,Soja 1°,30,Barbecho,Maíz,2018-11-13,DM 4915,IV,52,NA,No,Sin influencia,Sequía,15,Sin adversidad,0
2018/19,4,Adelia Maria,Adelia María,Sin dato,Soja 2°,37,Trigo cosecha,NA,2018-12-02,CZ 4.97,IV,42,NA,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Adelia María,Sin dato,Soja 1°,47,Barbecho,Maíz,2018-11-18,DM 4615,IV,42,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Adelia María,II,Soja 1°,37,Barbecho,Soja,2018-11-07,NA 5009,V,52,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Adelia María,Sin dato,Soja 2°,39,Trigo cosecha,NA,2018-12-02,CZ 4.97,IV,42,NA,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,San Luis,SEMILLAS DEL OESTE SRL,VI sc,Soja 1°,22.17,Barbecho,Maíz,2018-11-19,DM 5351,V,35,NA,No,Con influencia,Granizo,35,Sequía,10
2018/19,5,San Luis,SEMILLAS DEL OESTE SRL,VI es,Soja 1°,21.1,Barbecho,Maíz,2018-11-20,NA 5009,V,38,NA,No,Sin influencia,Sequía,30,Sin adversidad,0
2018/19,4,Adelia Maria,Adelia María,II,Soja 1°,38,Barbecho,Soja,2018-10-31,NA 5009,V,52,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Villa huidobro,Sin dato,Soja 1°,50,Barbecho,Maíz,2018-11-07,CZ 4.97,IV,40,NA,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Alejandro,Sin dato,Soja 1°,44,Barbecho,Maíz,2018-11-16,SPS 5x1,V,43,NA,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,San Ambrosio,Sin dato,Soja 1°,48,Barbecho,Maíz,2018-11-09,CZ 4.97,IV,52,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,Del Campillo,Huinca Renanco,IV,Soja 1°,40,Barbecho,Maíz,2018-11-15,NA 5009,V,42,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,1,Rio Segundo,Rio Segundo,III,Soja 1°,47,Barbecho,Maíz,2018-12-06,DM 4615,IV,35,NA,No,Sin dato,Granizo,16,Sin adversidad,0
2018/19,5,San Luis,SEMILLAS DEL OESTE SRL,IV es,Soja 1°,35.56,Barbecho,Maíz,2018-11-12,LDC 4.7,IV,52.5,NA,No,Sin influencia,Granizo,5,Sin adversidad,0
2018/19,5,San Luis,JUPACE SA,IV es,Soja 1°,25,Barbecho,Maíz,2018-11-08,FN 4.5,IV,35,NA,No,Sin influencia,Granizo,25,Granizo,30
2018/19,1,Rio Segundo,Buena Vista,III,Soja 1°,48,Barbecho,Maíz,2018-11-15,A 4500,IV,35,NA,No,Sin dato,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Adelia María,Sin dato,Soja 1°,45,Barbecho,Maíz,2018-11-08,CZ 4.97,IV,42,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,San Luis,SEMILLAS DEL OESTE SRL,VI sc,Soja 1°,20,Barbecho,Maíz,2018-11-22,DM 5351,V,35,NA,No,Sin influencia,Granizo,50,Sequía,10
2018/19,1,Rio Segundo,TOLEDO,III,Soja 1°,42,Barbecho,Maíz,2018-11-24,DM 4615,IV,52,NA,No,Sin dato,Sin adversidad,0,Sin adversidad,0
2018/19,1,Rio Segundo,COSTA SACATE,III,Soja 2°,40,Centeno cosecha,Maíz,2018-12-03,DM 4615,IV,52,NA,No,Sin dato,Sin adversidad,0,Sin adversidad,0
2018/19,5,Rio Cuarto,Carnerillo,Sin dato,Soja 1°,38,Barbecho,Maíz,2018-10-27,CZ 4.97,V,52,NA,No,Con influencia,Granizo,20,Sin adversidad,0
2018/19,4,Adelia Maria,Alejandro,Sin dato,Soja 1°,36,Barbecho,Maíz,2018-11-20,CZ 4505,IV,52,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Adelia María,Sin dato,Soja 1°,45,Barbecho,Maíz,2018-11-08,CZ 4.97,IV,42,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Adelia María,Sin dato,Soja 2°,35,Trigo cosecha,NA,2018-12-02,CZ 4.97,IV,42,NA,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,Rio Cuarto,Carnerillo,Sin dato,Soja 1°,38,Barbecho,Maíz,2018-10-27,DM 5351,V,52,NA,No,Sin dato,Granizo,20,Sin adversidad,0
2018/19,1,Rio Segundo,TOLEDO,III,Soja 1°,43,Barbecho,Maíz,2018-11-24,DM 4615,IV,52,NA,No,Sin dato,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Adelia María,Sin dato,Soja 1°,43,Barbecho,Maíz,2018-11-19,CZ 4.97,IV,42,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Villa huidobro,Sin dato,Soja 1°,17,Barbecho,Maíz,2018-11-22,NA 5009,V,40,NA,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Alejandro,Sin dato,Soja 1°,51,Barbecho,Maíz,2018-11-28,SPS 5x1,V,43,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,San Luis,SEMILLAS DEL OESTE SRL,VI sc,Soja 1°,25.44,Barbecho,Maíz,2018-11-23,DM 5351,V,35,NA,No,Sin influencia,Granizo,20,Sequía,10
2018/19,5,San Luis,SEMILLAS DEL OESTE SRL,VI es,Soja 1°,14.38,Barbecho,Maíz,2018-11-19,NA 5009,V,38,NA,No,Sin influencia,Sequía,55,Sin adversidad,0
2018/19,5,San Luis,JUPACE SA,IV es,Soja 1°,22,Barbecho,Maíz,2018-11-12,DM 4612,V,35,NA,No,Sin influencia,Granizo,50,Granizo,30
2018/19,4,Adelia Maria,Adelia María,Sin dato,Soja 1°,46,Barbecho,Maíz,2018-11-19,DM 4615,IV,42,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,San Luis,SEMILLAS DEL OESTE SRL,IV es,Soja 1°,32.15,Barbecho,Maíz,2018-11-18,NA 5009,V,52.5,NA,No,Sin influencia,Helada,5,Sin adversidad,0
2018/19,5,San Luis,SEMILLAS DEL OESTE SRL,VI es,Soja 1°,18.96,Barbecho,Soja,2018-11-18,NA 5009,V,38,NA,No,Sin influencia,Sequía,40,Sin adversidad,0
2018/19,5,San Luis,JUPACE SA,IV es,Soja 1°,28,Barbecho,Maíz,2018-11-09,FN 4.5,V,35,NA,No,Sin influencia,Granizo,35,Granizo,30
2018/19,4,Adelia Maria,Villa huidobro,Sin dato,Soja 1°,33,Barbecho,Maíz,2018-11-29,NA 5009,V,40,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Villa huidobro,Sin dato,Soja 1°,41,Barbecho,Maíz,2018-11-22,NA 5009,V,52,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,5,San Luis,GONFER SA,Sin dato,Soja 1°,18,Barbecho,Maíz,2018-11-11,CZ 4.97,IV,35,NA,No,Sin influencia,Granizo,0,Granizo,0
2018/19,4,Adelia Maria,Adelia María,Sin dato,Soja 1°,46,Barbecho,Maíz,2018-11-19,CZ 4.97,IV,42,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Adelia María,Sin dato,Soja 1°,48,Barbecho,Maíz,2018-11-20,CZ 4.97,IV,42,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Adelia María,Sin dato,Soja 1°,48,Barbecho,Maíz,2018-11-20,CZ 4.97,IV,42,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Adelia María,Sin dato,Soja 1°,51,Barbecho,Maíz,2018-11-20,CZ 4.97,IV,42,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,4,Adelia Maria,Adelia María,Sin dato,Soja 1°,48,Barbecho,Maíz,2018-11-20,CZ 4.97,IV,42,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,3,La Carlota,La Carlota,Sin dato,Soja 1°,37,Barbecho,Maíz,2018-11-10,DM 4712,IV,35,NA,No,Sin dato,Sequía,10,Sin adversidad,0
2018/19,3,La Carlota,Alejandro Roca,IV,Soja 1°,35,Barbecho,Maíz,2018-11-15,SPS 5x1,V,52,NA,No,Sin influencia,Sequía,30,Sin adversidad,0
2018/19,3,La Carlota,alejandro Roca,III,Soja 1°,38,Barbecho,Soja,2018-11-10,CZ 4.97,IV,52,NA,No,Con influencia,Sequía,20,Sin adversidad,0
2018/19,3,La Carlota,La Carlota,III,Soja 1°,30,Otro,Otro,2018-12-05,SPS 5x1,V,52,NA,No,Con influencia,Sequía,25,Granizo,5
2018/19,3,La Carlota,La Carlota,II,Soja 1°,44,Barbecho,Soja,2018-11-15,CZ 4.97,IV,42,NA,No,Con influencia,Sequía,15,Sin adversidad,0
2018/19,3,La Carlota,La Carlota,IV,Soja 1°,33,Barbecho,Soja,2018-11-15,NA 5009,V,52,NA,No,Con influencia,Sequía,15,Sin adversidad,0
2018/19,3,La Carlota,La Carlota,IV,Soja 1°,32,Barbecho,Soja,2018-11-10,NA 5009,V,52,NA,No,Con influencia,Sequía,15,Sin adversidad,0
2018/19,3,La Carlota,LA CARLOTA,Sin dato,Soja 1°,37,Barbecho,Soja,2018-11-19,DM 5351,V,NA,NA,NA,Sin dato,Sin adversidad,0,Sin adversidad,0
2018/19,3,La Carlota,LA CARLOTA,Sin dato,Soja 2°,31,Trigo cosecha,Maíz,2018-11-17,DM 5351,V,NA,NA,NA,Sin dato,Sin adversidad,0,Sin adversidad,0
2018/19,3,La Carlota,LA CARLOTA,Sin dato,Soja 1°,36,Barbecho,Soja,2018-11-21,DM 5351,V,NA,NA,NA,Sin dato,Sin adversidad,0,Sin adversidad,0
2018/19,3,La Carlota,CHAZ0N,Sin dato,Soja 1°,46,Barbecho,Maíz,2018-11-18,SPS 5x1,V,NA,NA,NA,Sin dato,Sin adversidad,0,Sin adversidad,0
2018/19,3,La Carlota,LA CARLOTA,Sin dato,Soja 2°,28,Trigo cosecha,Maíz,2018-11-04,SPS 5x1,V,NA,NA,NA,Sin dato,Sin adversidad,0,Sin adversidad,0
2018/19,3,La Carlota,La Carlota,Sin dato,Soja 1°,30,Barbecho,Maíz,2018-11-07,CZ 4.97,IV,42,NA,NA,Con influencia,Sequía,30,Sin adversidad,0
2018/19,3,La Carlota,Huanchilla,Sin dato,Soja 1°,42,Barbecho,Maíz,2018-11-03,CZ 4.97,IV,42,NA,NA,Con influencia,Sequía,10,Sin adversidad,0
2018/19,3,La Carlota,Bremen,Sin dato,Soja 2°,37,Trigo cosecha,Maní,2018-12-15,"BIO 4,91",IV,42,NA,NA,Con influencia,Sin adversidad,0,Sin adversidad,0
2018/19,3,La Carlota,Bremen,Sin dato,Soja 2°,33,Trigo cosecha,Soja,2018-11-29,DM 50i17,V,42,NA,NA,Con influencia,Sin adversidad,0,Sin adversidad,0
2018/19,3,La Carlota,Sta Flora,Sin dato,Soja 1°,31,Barbecho,Maíz,2018-11-20,NA 5009,IV,52,NA,No,Sin influencia,Granizo,50,Sin adversidad,0
2018/19,3,La Carlota,La Carlota,Sin dato,Soja 1°,43,Barbecho,Maíz,2018-11-08,CZ 4.97,IV,35,NA,NA,Sin dato,Sin adversidad,0,Sin adversidad,0
2018/19,3,La Carlota,Alejandro Roca,Sin dato,Soja 1°,43,Barbecho,Maíz,2018-11-17,CZ 4.97,IV,42,NA,NA,Sin dato,Sin adversidad,0,Sin adversidad,0
2018/19,3,La Carlota,Alejandro Roca,Sin dato,Soja 1°,39,Barbecho,Soja,2018-11-19,CZ 4.97,IV,42,NA,NA,Sin dato,Sin adversidad,0,Sin adversidad,0
2018/19,3,La Carlota,Pedro Funes,Sin dato,Soja 1°,52,Barbecho,Maíz,2018-11-07,CZ 4.97,IV,35,NA,NA,Sin dato,Sin adversidad,0,Sin adversidad,0
2018/19,3,La Carlota,Pascanas,Sin dato,Soja 1°,35,Barbecho,Maíz,2018-11-12,CZ 4.97,IV,42,NA,NA,Sin dato,Sin adversidad,0,Sin adversidad,0
2018/19,3,La Carlota,La Carlota,II,Soja 1°,51,Barbecho,Maíz,2018-11-10,DM 4612,IV,38,NA,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2018/19,3,La Carlota,La Carlota,IV,Soja 1°,24,Barbecho,Soja,2018-11-17,DS 1470,IV,42,NA,No,Sin influencia,Sequía,30,Sin adversidad,0
2018/19,3,La Carlota,La Carlota,III,Soja 1°,42,Barbecho,Soja,2018-11-17,DS 1470,IV,42,NA,No,Sin influencia,Sequía,5,Sin adversidad,0
2018/19,3,La Carlota,La Carlota,III,Soja 1°,40,Barbecho,Maíz,2018-11-15,SPS 5x1,V,42,NA,No,Sin influencia,Sequía,5,Sin adversidad,0
2018/19,3,La Carlota,La Carlota,III,Soja 1°,40,Barbecho,Soja,2018-11-15,SPS 5x1,V,42,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,3,La Carlota,Pedro Funes,III,Soja 1°,43,Barbecho,Maíz,2018-11-21,SPS 5x1,V,42,NA,No,Sin dato,Sin adversidad,0,Sin adversidad,0
2018/19,3,La Carlota,La Carlota,III,Soja 2°,38,Trigo cosecha,Soja,2018-11-21,NA 5258,V,42,NA,No,Sin dato,Sin adversidad,0,Sin adversidad,0
2018/19,2,Los Surgentes-Inriville,Camilo Aldao,II,Soja 1°,49,Barbecho,Soja,2018-10-20,DM 3312,III,42,NA,No,Con influencia,Anegamiento,10,Sin adversidad,0
2018/19,2,Los Surgentes-Inriville,Camilo Aldao,I,Soja 1°,43,Barbecho,Soja,2018-10-30,NA 5009,V,42,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,2,Los Surgentes-Inriville,Cafferata,II,Soja 1°,46,Barbecho,Maíz,2018-10-23,DM 3312,III,42,NA,No,Con influencia,Anegamiento,7,Sin adversidad,0
2018/19,2,Los Surgentes-Inriville,Chañar Ladeado,I,Soja 2°,38,Trigo cosecha,Soja,2018-11-24,DM 40R16,IV,42,NA,No,Con influencia,Anegamiento,8,Sin adversidad,0
2018/19,2,Los Surgentes-Inriville,Camilo Aldao,II,Soja 2°,47,Trigo cosecha,Soja,2018-12-05,DM 40R16,IV,42,NA,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2018/19,2,Los Surgentes-Inriville,Los surgentes,IV,Soja 1°,59,Barbecho,Maíz,2018-10-26,DM 40R16,IV,52,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,2,Los Surgentes-Inriville,Los surgentes,IV,Soja 1°,58,Barbecho,Maíz,2018-10-27,DM 40R16,IV,52,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,2,Los Surgentes-Inriville,Los surgentes,IV,Soja 1°,53,Barbecho,Maíz,2018-10-01,DM 40R16,IV,52,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,2,Los Surgentes-Inriville,Los surgentes,IV,Soja 1°,40,Barbecho,Soja,2018-10-02,DM 40R16,IV,52,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,2,Los Surgentes-Inriville,Los surgentes,IV,Soja 1°,40,Barbecho,Soja,2018-10-03,DM 40R16,IV,52,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,2,Los Surgentes-Inriville,Los surgentes,I,Soja 1°,51,Barbecho,Maíz,2018-11-01,DM 3815 IPRO STS,III,52,NA,No,sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,2,Los Surgentes-Inriville,Los surgentes,II,Soja 1°,34,Barbecho,Maíz,2018-11-01,DM 3815 IPRO STS,III,52,NA,No,sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,2,Los Surgentes-Inriville,Los surgentes,III,Soja 1°,45,Barbecho,Maíz,2018-11-01,NS 4611,IV,52,NA,No,sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,2,Los Surgentes-Inriville,Los surgentes,II,Soja 2°,50,Trigo cosecha,Soja,2018-12-03,NS 4611,IV,52,NA,No,sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,2,Los Surgentes-Inriville,Los surgentes,V,Soja 2°,30,Trigo cosecha,Soja,2018-12-02,NS 4611,IV,52,NA,No,sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,2,Los Surgentes-Inriville,Gral Roca,II,Soja 1°,44,Barbecho,Maíz,2018-11-02,DM 47i17,IV,52,NA,No,sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,2,Los Surgentes-Inriville,Los surgentes,III,Soja 2°,40,Trigo cosecha,Soja,2018-12-02,DM 4612,IV,52,NA,No,sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,2,Los Surgentes-Inriville,Los surgentes,III,Soja 2°,42,Trigo cosecha,Soja,2018-12-03,DM 4612,IV,52,NA,No,sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,2,Los Surgentes-Inriville,Camilo Aldao,I,Soja 2°,51,Trigo cosecha,Soja,2018-12-04,DM 4612,IV,52,NA,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2018/19,2,Los Surgentes-Inriville,Camilo Aldao,I,Soja 2°,46,Trigo cosecha,Soja,2018-12-06,DM 4612,IV,52,NA,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2018/19,2,Los Surgentes-Inriville,Camilo Aldao,I,Soja 2°,41,Trigo cosecha,Soja,2018-12-07,DM 4612,IV,52,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,2,Los Surgentes-Inriville,Los surgentes,II,Soja 2°,52,Trigo cosecha,Soja,2018-12-07,DM 4612,IV,52,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,2,Los Surgentes-Inriville,Monte buey,II,Soja 2°,44,Trigo cosecha,Soja,2018-12-08,DM 4612,IV,52,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,2,Los Surgentes-Inriville,Monte buey,I,Soja 1°,54,Barbecho,Maíz,2018-10-15,DM 3312,III,42,NA,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2018/19,2,Los Surgentes-Inriville,Monte buey,I,Soja 1°,55,Barbecho,Maíz,2018-10-20,DM 3312,III,42,NA,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2018/19,2,Los Surgentes-Inriville,Monte buey,I,Soja 1°,53,Barbecho,Maíz,2018-10-25,DM 3312,III,42,NA,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2018/19,2,Los Surgentes-Inriville,Monte buey,I,Soja 2°,50,Trigo cosecha,soja,2018-12-01,SPS4X4,IV,42,NA,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2018/19,2,Los Surgentes-Inriville,W. Escalante,I,Soja 2°,49,Trigo cosecha,soja,2018-11-15,DM 4612,IV,42,NA,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2018/19,2,Los Surgentes-Inriville,W. Escalante,I,Soja 2°,53,Trigo cosecha,soja,2018-11-15,DM 4612,IV,42,NA,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2018/19,2,Los Surgentes-Inriville,W. Escalante,I,Soja 1°,52,Barbecho,Maíz,2018-11-10,DM 40R16,IV,42,NA,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2018/19,2,Los Surgentes-Inriville,W. Escalante,I,Soja 1°,52,Barbecho,Maíz,2018-11-10,DM 4612,IV,42,NA,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2018/19,2,Los Surgentes-Inriville,C. Bismarck,III,Soja 1°,48,Barbecho,Maíz,2018-11-20,SPS4X4,IV,42,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,2,Los Surgentes-Inriville,M. Juárez,I,Soja 1°,52,Cultivo de servicio gramínea,Soja,2018-11-17,SPS 4x4,IV,35,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,2,Los Surgentes-Inriville,M. Juárez,I,Soja 1°,50,Cultivo de servicio gramínea,Maíz,2018-11-18,DM 4612,IV,35,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,2,Los Surgentes-Inriville,M. Juárez,I,Soja 1°,46,Cultivo de servicio gramínea,Soja,2018-11-19,CZ 4505,IV,35,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,2,Los Surgentes-Inriville,Noetinger,II,Soja 1°,49,Cultivo de servicio gramínea,Maíz,2018-11-02,DS 1470,IV,35,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,2,Los Surgentes-Inriville,Noetinger,II,Soja 1°,48,Cultivo de servicio gramínea,Soja,2018-11-03,DS 1470,IV,35,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,2,Los Surgentes-Inriville,M. Juárez,I,Soja 2°,42,Trigo cosecha,Soja,2018-12-03,SPS 4x4,IV,35,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,2,Los Surgentes-Inriville,M. Juárez,I,Soja 2°,46,Trigo cosecha,Soja,2018-12-04,DM 4612,IV,35,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,2,Los Surgentes-Inriville,M. Juárez,I,Soja 2°,42,Trigo cosecha,Soja,2018-12-05,SPS 4x4,IV,35,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,2,Los Surgentes-Inriville,Noetinger,IV,Soja 2°,29,Trigo cosecha,Soja,2018-12-12,SPS 4x4,IV,35,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,2,Los Surgentes-Inriville,Noetinger,II,Soja 2°,43,Trigo cosecha,Soja,2018-12-14,SPS 4x4,IV,35,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,2,Los Surgentes-Inriville,Gral Roca,I,Soja 1°,56,Barbecho,Maíz,2018-10-20,DM 4612,IV,52,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,2,Los Surgentes-Inriville,Gral Roca,I,Soja 1°,40,Cultivo de servicio gramínea,Soja,2018-11-02,DM 3815 IPRO STS,III,52,NA,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2018/19,2,Los Surgentes-Inriville,Gral Roca,I,Soja 2°,49,Trigo cosecha,Soja,2018-12-01,SPS 4x4,IV,52,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,2,Los Surgentes-Inriville,Gral Roca,I,Soja 2°,50,Trigo cosecha,Soja,2018-12-01,SPS 4x4,IV,42,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,2,Los Surgentes-Inriville,Gral Roca,II,Soja 1°,44,Cultivo de servicio gramínea,Maíz,2018-11-15,DM 4612,IV,42,NA,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2018/19,2,Los Surgentes-Inriville,Gral Roca,I,Soja 2°,28,Trigo cosecha,Soja,2018-12-04,DM 3815 IPRO STS,III,35,NA,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2018/19,2,Los Surgentes-Inriville,Gral Roca,I,Soja 1°,53,Cultivo de servicio gramínea,Maíz,2018-11-10,DM 4612,IV,52,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,2,Los Surgentes-Inriville,Gral Roca,I,Soja 1°,53,Barbecho,Maíz,2018-10-23,DM 40R16,IV,35,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,2,Los Surgentes-Inriville,Gral Roca,I,Soja 1°,54,Cultivo de servicio gramínea,Maíz,2018-10-21,DM 40R16,IV,35,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,2,Los Surgentes-Inriville,Gral Roca,I,Soja 2°,45,Trigo cosecha,soja,2018-11-23,SPS 4x4,IV,42,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,2,Los Surgentes-Inriville,Gral Roca,I,Soja 2°,30,Trigo cosecha,Soja,2018-12-04,DM 3815 IPRO STS,III,35,NA,No,Con influencia,Sin adversidad,0,Sin adversidad,0
2018/19,2,Los Surgentes-Inriville,Gral Roca,I,Soja 2°,43,Trigo cosecha,Maíz,2018-11-25,DM 3815 IPRO STS,III,35,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
2018/19,2,Los Surgentes-Inriville,Gral Roca,I,Soja 2°,44,Trigo cosecha,Soja,2018-11-28,SPS 4x4,IV,35,NA,No,Sin influencia,Sin adversidad,0,Sin adversidad,0
